Rank,Name,developper,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,gamename,metaNote,metaNbVote,userNote,userNbVote,samename,Like_Percent,metaNoteQ,serieB
13327,Raze's Hell,Artech Studios,XB,2005,Shooter,Majesco Entertainment,0.04,0.01,0.0,0.0,0.05,Raze's Hell,71,37,7.3,9,1,0.93,3,0
13329,Billy the Wizard: Rocket Broomstick Racing,Data Design Interactive,Wii,2007,Racing,Metro 3D,0.04,0.0,0.0,0.0,0.05,Billy the Wizard: Rocket Broomstick Racing,3,1,1.9,7,1,0.22,1,0
13330,Pool Party,Hyper-Devbox,Wii,2007,Sports,SouthPeak Games,0.04,0.0,0.0,0.0,0.05,Pool Party,32,13,1.6,9,1,0.0,2,0
13331,Microsoft Train Simulator,Kuju Entertainment,PC,2001,Simulation,Microsoft Game Studios,0.0,0.04,0.0,0.01,0.05,Microsoft Train Simulator,84,16,7.6,25,1,0.0,4,0
13333,Magic Carpet,Take-Two Interactive,PS,1995,Shooter,Electronic Arts,0.03,0.02,0.0,0.0,0.05,Magic Carpet 2: The Netherworlds,0,4,7.1,8,1,0.0,1,0
13334,Hoshigami: Ruining Blue Earth,Max Five,PS,2001,Role-Playing,Max Five,0.03,0.02,0.0,0.0,0.05,Hoshigami: Ruining Blue Earth,62,9,7.5,28,1,0.92,3,0
13336,Cabela's African Safari,FUN Labs,PSP,2006,Sports,Activision Value,0.04,0.0,0.0,0.0,0.05,Cabela's African Safari,2,2,8.5,13,1,0.9,1,0
13337,Wing Island,CAProduction,Wii,2006,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0.0,0.05,Wing Island,47,32,4.9,8,1,0.0,2,0
13340,Supreme Commander,Gas Powered Games,PC,2007,Strategy,THQ,0.0,0.04,0.0,0.01,0.05,Supreme Commander,86,44,8.3,326,1,0.0,4,0
13342,F1 2015,Codemasters,PC,2015,Racing,Codemasters,0.0,0.04,0.0,0.0,0.05,F1 2015,61,13,3.9,89,1,0.0,3,0
13345,Galaxy Racers,KUNST-STOFF,DS,2010,Racing,Ubisoft,0.04,0.0,0.0,0.0,0.05,Galaxy Racers,0,4,0.0,0,1,0.0,1,0
13346,Wonder World Amusement Park,Coyote Console,Wii,2008,Misc,Majesco Entertainment,0.04,0.0,0.0,0.0,0.05,Wonder World Amusement Park,37,9,4.5,4,1,0.0,2,0
13347,Bubble Bobble Revolution,Taito Corporation,DS,2005,Puzzle,Atari,0.04,0.0,0.0,0.0,0.05,Bubble Bobble Revolution,38,19,6.2,6,1,0.0,2,1
13349,Time Crisis: Project Titan,Flying Tiger Development,PS,2001,Shooter,Namco Bandai Games,0.03,0.02,0.0,0.0,0.05,Time Crisis: Project Titan,71,13,6.5,10,1,0.93,3,1
13350,Ys: The Ark of Napishtim,Falcom,PSP,2006,Role-Playing,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.05,Ys: The Ark of Napishtim,72,35,8.8,27,1,0.85,3,1
13353,Black & Bruised,Digital Fiction,GC,2003,Fighting,Vivendi Games,0.04,0.01,0.0,0.0,0.05,Black & Bruised,66,20,0.0,0,1,0.0,3,0
13354,MiniCopter: Adventure Flight,Sonic Powered,Wii,2007,Simulation,505 Games,0.04,0.0,0.0,0.0,0.05,MiniCopter: Adventure Flight,3,1,7.0,4,1,0.0,1,0
13355,Shaun the Sheep,Art,DS,2008,Adventure,D3Publisher,0.04,0.0,0.0,0.0,0.05,Shaun the Sheep,58,5,0.0,0,1,0.0,3,0
13356,Fast & Furious: Showdown,Firebrand Games,X360,2013,Action,Activision,0.0,0.04,0.0,0.0,0.05,Fast & Furious: Showdown,22,9,1.3,132,1,0.7,1,1
13359,Tom Clancy's Rainbow Six: Lockdown,Ubisoft Montreal,GC,2005,Shooter,Ubisoft,0.04,0.01,0.0,0.0,0.05,Tom Clancy's Rainbow Six: Lockdown,59,17,6.2,108,1,0.95,3,1
13360,FIFA Manager 12,Bright Future GmbH,PC,2011,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.05,FIFA Manager 12,72,11,4.2,28,1,0.92,3,1
13361,Full Spectrum Warrior: Ten Hammers,Pandemic Studios,XB,2006,Strategy,THQ,0.03,0.01,0.0,0.0,0.05,Full Spectrum Warrior: Ten Hammers,70,23,7.8,24,1,0.1,3,0
13362,River City Soccer Hooligans,Avit-Niigata,DS,2010,Sports,Arc System Works,0.04,0.0,0.01,0.0,0.05,River City Soccer Hooligans,2,2,0.0,0,1,0.0,1,1
13363,Shin Hayarigami,I-Play,PSV,2014,Adventure,Nippon Ichi Software,0.0,0.0,0.05,0.0,0.05,Urban Legend: Shin Hayarigami - Blindman,0,4,0.0,0,1,0.0,1,0
13364,TMNT,Ubisoft Montreal,DS,2007,Action,Ubisoft,0.03,0.01,0.0,0.0,0.05,TMNT,55,11,7.0,40,1,0.0,3,0
13365,Turok: Dinosaur Hunter,not found,N64,1997,Shooter,Acclaim Entertainment,0.0,0.0,0.05,0.0,0.05,Turok: Dinosaur Hunter,85,13,8.2,86,1,0.91,4,1
13366,Puyo Puyo Tetris,Sonic Team,PSV,2014,Puzzle,Sega,0.0,0.0,0.05,0.0,0.05,Puyo Puyo Tetris,81,54,8.1,211,1,0.9,4,1
13368,Gitaroo Man,Koei/Inis,PS2,2001,Misc,THQ,0.02,0.02,0.0,0.01,0.05,Gitaroo Man,82,21,8.7,27,1,0.96,4,0
13369,Super Bubble Pop,Runecraft,GC,2003,Puzzle,Jaleco,0.04,0.01,0.0,0.0,0.05,Super Bubble Pop,54,12,5.5,4,1,0.0,3,0
13370,Mafia,Hangar 13,PC,2002,Action,Take-Two Interactive,0.0,0.04,0.0,0.01,0.05,Mafia: Definitive Edition,76,41,6.8,980,1,0.0,4,0
13371,Rapala Fishing Frenzy 2009,FUN Labs,X360,2008,Sports,Activision,0.04,0.0,0.0,0.0,0.05,Rapala Fishing Frenzy 2009,41,5,7.2,6,1,0.9,2,1
13372,Ride to Hell,Deep Silver,PS3,2013,Racing,Deep Silver,0.02,0.02,0.0,0.01,0.05,Ride to Hell: Retribution,16,9,1.4,596,1,0.13,1,0
13373,Arctic Tale,Atomic Planet Entertainment,Wii,2007,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05,Arctic Tale,38,4,0.0,0,1,0.0,2,0
13374,Balloon Pop,UFO Interactive,Wii,2007,Puzzle,505 Games,0.04,0.0,0.0,0.0,0.05,Balloon Pop,2,2,0.0,0,1,0.0,1,0
13375,XBLAZE Code: Embryo,Arc System Works,PSV,2013,Adventure,Arc System Works,0.03,0.0,0.01,0.01,0.05,XBLAZE Code: Embryo,43,5,7.3,23,1,0.76,2,1
13379,B-Boy,FreeStyleGames,PSP,2006,Misc,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.05,B-Boy,53,19,8.6,24,1,0.0,3,0
13380,Cocoto Kart Racer,Neko Entertainment,DS,2004,Racing,Big Ben Interactive,0.04,0.0,0.0,0.0,0.05,Cocoto Kart Racer,1,3,0.0,0,1,0.87,1,1
13382,Intellivision Lives!,Realtime Associates,XB,2004,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.05,Intellivision Lives!,64,15,7.6,5,1,0.0,3,0
13384,Test Drive Le Mans,Melbourne House,PS,1999,Racing,Infogrames,0.03,0.02,0.0,0.0,0.05,Test Drive Le Mans,93,18,8.3,22,1,0.97,4,1
13385,Counter Force,Hyper-Devbox,Wii,2007,Shooter,505 Games,0.04,0.0,0.0,0.0,0.05,Counter Force,2,2,5.5,4,1,0.0,1,0
13386,Monster Jam: Maximum Destruction,Ubisoft,GC,2002,Racing,Ubisoft,0.04,0.01,0.0,0.0,0.05,Monster Jam: Maximum Destruction,47,11,6.2,5,1,0.95,2,0
13387,Professor Heinz Wolff's Gravity,Deep Silver,DS,2008,Puzzle,Deep Silver,0.04,0.0,0.0,0.0,0.05,Professor Heinz Wolff's Gravity,53,9,0.0,0,1,0.0,3,0
13388,Fantastic Four: Rise of the Silver Surfer,7 Studios,Wii,2007,Action,Take-Two Interactive,0.04,0.01,0.0,0.0,0.05,Fantastic Four: Rise of the Silver Surfer,36,7,6.3,19,1,0.0,2,0
13389,Big Air Freestyle,Paradigm Entertainment,GC,2002,Racing,Atari,0.04,0.01,0.0,0.0,0.05,Big Air Freestyle,56,12,8.8,4,1,0.0,3,0
13391,Rugby World Cup 2015,HB Studios Multimedia,X360,2015,Sports,Ubisoft,0.0,0.04,0.0,0.0,0.05,Rugby World Cup 2015,25,6,2.1,44,1,0.0,1,0
13392,Mike Tyson Heavyweight Boxing,Atomic Planet Entertainment,XB,2002,Sports,Codemasters,0.03,0.01,0.0,0.0,0.05,Mike Tyson Heavyweight Boxing,37,13,0.0,0,1,0.0,2,0
13394,The Berenstain Bears and the Spooky Old Tree,Program-Ace,GBA,2005,Platform,Namco Bandai Games,0.03,0.01,0.0,0.0,0.05,The Berenstain Bears and the Spooky Old Tree,0,4,0.0,0,1,0.0,1,0
13395,Lux-Pain,Killaware,DS,2008,Adventure,Rising Star Games,0.04,0.0,0.0,0.0,0.05,Lux-Pain,48,33,6.2,18,1,0.93,2,0
13396,Ford Bold Moves Street Racing,Razorworks Studios,PSP,2006,Racing,Xplosiv,0.04,0.0,0.0,0.0,0.05,Ford Bold Moves Street Racing,50,22,4.6,5,1,0.94,2,1
13397,Cabela's Trophy Bucks,FUN Labs,X360,2007,Sports,Activision Value,0.04,0.0,0.0,0.0,0.05,Cabela's Trophy Bucks,1,3,6.0,5,1,0.0,1,1
13399,Mahjong 3D: Warriors of the Emperor,Engine Software,3DS,2011,Misc,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,Mahjong 3D: Warriors of the Emperor,3,1,0.0,0,1,0.0,1,0
13401,March of the Penguins,SkyRiver Studios,DS,2006,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.05,March of the Penguins,34,8,7.4,27,1,0.0,2,0
13402,Rock of the Dead,Epicenter Studios,X360,2010,Shooter,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.05,Rock of the Dead,48,7,4.8,4,1,0.0,2,0
13405,City Life: World Edition,Monte Cristo,PC,2007,Simulation,Monte Christo Multimedia,0.0,0.04,0.0,0.01,0.05,City Life: World Edition,75,7,7.5,10,1,0.0,3,0
13407,Centipede: Infestation,WayForward,3DS,2011,Shooter,Atari,0.04,0.0,0.0,0.0,0.05,Centipede: Infestation,0,4,6.5,4,1,0.0,1,0
13408,Wolfenstein,MachineGames,PC,2009,Shooter,Activision,0.01,0.03,0.0,0.01,0.05,Wolfenstein: Youngblood,63,36,2.6,370,1,0.0,3,0
13410,Atelier Ayesha: The Alchemist of Dusk,Koei Tecmo Games,PSV,2014,Role-Playing,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,Atelier Ayesha: The Alchemist of Dusk DX,66,4,0.0,0,1,0.87,3,1
13413,Arslan: The Warriors of Legend,Omega Force,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.05,0.0,0.05,Arslan: The Warriors of Legend,69,43,6.6,31,1,0.9,3,1
13414,SpongeBob SquarePants: Plankton's Robotic Revenge,Behaviour Interactive,X360,2013,Shooter,Activision,0.04,0.0,0.0,0.0,0.05,SpongeBob SquarePants: Plankton's Robotic Revenge,3,1,5.1,18,1,0.89,1,1
13415,Wrath Unleashed,Double Helix Games,XB,2004,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.05,Wrath Unleashed,69,32,7.0,6,1,0.96,3,0
13419,Double Dragon Advance,Million,GBA,2003,Action,Atlus,0.03,0.01,0.0,0.0,0.05,Double Dragon Advance,75,21,8.3,6,1,0.93,3,1
13420,Sesame Street: Elmo's A-to-Zoo Adventure,Black Lantern Studios,PC,2010,Misc,Warner Bros. Interactive Entertainment,0.04,0.0,0.0,0.0,0.05,Sesame Street: Elmo's A-to-Zoo Adventure - The Videogame,0,4,0.0,0,1,0.0,1,0
13422,The Bible Game,Crave,XB,2005,Misc,Crave Entertainment,0.03,0.01,0.0,0.0,0.05,The Bible Game,60,6,3.2,14,1,0.77,3,0
13425,Yager,Yager,XB,2003,Shooter,THQ,0.03,0.01,0.0,0.0,0.05,Yager,70,19,8.0,11,1,0.0,3,0
13426,Fantastic Four: Rise of the Silver Surfer,7 Studios,DS,2007,Action,Take-Two Interactive,0.04,0.0,0.0,0.0,0.05,Fantastic Four: Rise of the Silver Surfer,36,7,6.3,19,1,0.0,2,0
13429,Grey's Anatomy: The Video Game,Longtail Studios,DS,2009,Adventure,Ubisoft,0.03,0.01,0.0,0.0,0.05,Grey's Anatomy: The Video Game,36,4,3.7,21,1,0.91,2,0
13430,Tropico 3,Haemimont Games,PC,2009,Strategy,Kalypso Media,0.0,0.04,0.0,0.01,0.05,Tropico 3,79,48,8.1,201,1,0.0,4,1
13431,Looney Tunes: Cartoon Conductor,Amaze Entertainment,DS,2008,Misc,Eidos Interactive,0.04,0.0,0.0,0.0,0.05,Looney Tunes: Cartoon Conductor,67,17,0.0,0,1,0.0,3,0
13432,Avatar: The Game,Ubisoft Montreal,PC,2009,Action,Ubisoft,0.0,0.04,0.0,0.01,0.05,James Cameron's Avatar: The Game,59,16,7.1,111,1,0.0,3,0
13433,Futurama,UDS,XB,2003,Platform,SCi,0.03,0.01,0.0,0.0,0.05,Futurama,59,22,6.2,18,1,0.0,3,0
13434,Pool Hall Pro,Icon Games,Wii,2009,Sports,Playlogic Game Factory,0.04,0.0,0.0,0.0,0.05,Pool Hall Pro,62,5,5.3,4,1,0.0,3,0
13437,Mighty No. 9,Inti Creates,PS4,2016,Platform,Deep Silver,0.04,0.0,0.0,0.01,0.05,Mighty No. 9,52,64,3.6,363,1,0.41,3,0
13439,Ape Escape,SCEI,PS3,2010,Platform,Sony Computer Entertainment,0.0,0.03,0.0,0.01,0.05,Ape Escape,90,19,8.4,87,1,0.0,4,1
13440,Activision Anthology,Contraband Entertainment,GBA,2003,Misc,Activision,0.03,0.01,0.0,0.0,0.05,Activision Anthology,75,13,8.1,9,1,0.0,3,0
13441,Gray Matter,Wizarbox,X360,2011,Adventure,DTP Entertainment,0.0,0.04,0.0,0.01,0.05,Gray Matter,72,27,7.7,98,1,0.94,3,0
13442,Thrillville: Off the Rails,Frontier Developments,DS,2007,Strategy,LucasArts,0.03,0.01,0.0,0.0,0.05,Thrillville: Off the Rails,70,8,3.5,37,1,0.97,3,0
13443,LEGO Friends,Hellbent Games,3DS,2013,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.05,LEGO Friends,43,4,6.0,6,1,0.0,2,0
13444,Secret Files: Tunguska,Fusionsphere Systems,PC,2006,Adventure,DreamCatcher Interactive,0.0,0.04,0.0,0.01,0.05,Secret Files: Tunguska,66,26,7.2,52,1,0.0,3,1
13446,Nanda's Island,MumboJumbo,DS,2009,Puzzle,Phenomedia,0.04,0.0,0.0,0.0,0.05,Nanda's Island,1,3,0.0,0,1,0.0,1,0
13448,Trigger Man,Point of View,XB,2004,Shooter,Crave Entertainment,0.03,0.01,0.0,0.0,0.05,Trigger Man,32,4,4.5,20,1,0.76,2,0
13451,Bad Boys: Miami Takedown,Blitz Games,GC,2004,Shooter,Empire Interactive,0.03,0.01,0.0,0.0,0.05,Bad Boys: Miami Takedown,43,5,3.4,17,1,0.84,2,0
13452,SpongeBob SquarePants: Plankton's Robotic Revenge,Behaviour Interactive,WiiU,2013,Shooter,Activision,0.0,0.04,0.0,0.0,0.05,SpongeBob SquarePants: Plankton's Robotic Revenge,3,1,5.1,18,1,0.89,1,1
13453,Short Track Racing: Trading Paint,THQ,PS2,2009,Racing,THQ,0.02,0.02,0.0,0.01,0.05,Short Track Racing: Trading Paint,0,4,0.0,0,1,0.0,1,0
13457,National Geographic Panda (US sales),Namco Bandai Games,DS,2008,Simulation,Ubisoft,0.04,0.0,0.0,0.0,0.04,National Geographic Panda,3,1,0.0,0,1,0.0,1,0
13459,Danny Phantom: Urban Jungle,Altron,DS,2006,Action,THQ,0.04,0.0,0.0,0.0,0.04,Danny Phantom: Urban Jungle,57,4,0.0,0,1,0.91,3,0
13463,Art of Fighting Anthology,SNK Playmore,PS2,2006,Fighting,Crave Entertainment,0.02,0.02,0.0,0.01,0.04,Art of Fighting Anthology,60,19,7.0,4,1,0.0,3,1
13464,Rapala Trophies,Sand Grain Studios,PSP,2006,Sports,Activision,0.04,0.0,0.0,0.0,0.04,Rapala Trophies,0,4,7.4,5,1,0.0,1,1
13466,Mana Khemia: Alchemists of Al-Revis (JP sales),Gust,PS2,2007,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,Mana Khemia: Alchemists of Al-Revis,69,20,8.1,54,1,0.0,3,0
13467,Runaway: A Twist of Fate,Pendulo Studios,PC,2009,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.04,Runaway: A Twist of Fate,79,15,7.9,58,1,0.88,4,1
13468,Cheer We Go!,Santa Entertainment,DS,2010,Misc,Natsume,0.04,0.0,0.0,0.0,0.04,Cheer We Go!,0,4,0.0,0,1,0.0,1,0
13469,The Tale of Despereaux,Brash Entertainment,Wii,2008,Platform,Brash Entertainment,0.04,0.0,0.0,0.0,0.04,The Tale of Despereaux,75,5,0.0,0,1,0.0,3,0
13470,The Hustle: Detroit Streets,Blade Interactive,PS2,2006,Sports,Activision,0.02,0.02,0.0,0.01,0.04,The Hustle: Detroit Streets,46,5,0.0,0,1,0.0,2,0
13473,Guilty Gear XX Accent Core,Arc System Works,PS2,2007,Fighting,Unknown,0.0,0.0,0.04,0.0,0.04,Guilty Gear XX Accent Core Plus R,75,4,7.9,13,1,0.91,3,1
13475,Atelier Escha & Logy: Alchemists of the Dusk Sky,Gust,PSV,2015,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,Atelier Escha & Logy: Alchemists of the Dusk Sky,79,27,8.3,92,1,0.9,4,1
13476,Millipede / Super Breakout / Lunar Lander,Gravity-I,GBA,2005,Misc,Zoo Digital Publishing,0.03,0.01,0.0,0.0,0.04,Millipede / Super Breakout / Lunar Lander,1,3,0.0,0,1,0.0,1,0
13478,Disney's Donald Duck: Goin' Quackers,Ubisoft Shanghai,GC,2002,Platform,Ubisoft,0.03,0.01,0.0,0.0,0.04,Disney's Donald Duck: Goin' Quackers,65,4,7.5,20,1,0.95,3,0
13479,RollerCoaster Tycoon,Nvizzio Creations,PC,0,Strategy,Microprose,0.02,0.02,0.0,0.01,0.04,RollerCoaster Tycoon Adventures,56,15,4.5,15,1,0.0,3,0
13480,Assault Rigs,not found,PS,1996,Action,Electronic Arts Victor,0.02,0.02,0.0,0.0,0.04,Assault Rigs,0,4,0.0,0,1,0.0,1,0
13481,Backyard Baseball '09,Humongous Entertainment,Wii,2008,Sports,Atari,0.04,0.0,0.0,0.0,0.04,Backyard Baseball '09,37,4,7.8,5,1,0.0,2,0
13482,World Championship Spelling,505 Games,DS,2010,Misc,505 Games,0.04,0.0,0.0,0.0,0.04,World Championship Spelling,0,4,0.0,0,1,0.0,1,0
13484,Bionicle Heroes,Traveller's Tales,Wii,2007,Shooter,Eidos Interactive,0.04,0.0,0.0,0.0,0.04,Bionicle Heroes,59,9,8.3,40,1,0.96,3,0
13485,Tom Clancy's HAWX,Ubisoft Romania,PC,2009,Action,Ubisoft,0.0,0.03,0.0,0.01,0.04,Tom Clancy's HAWX,73,64,7.1,54,1,0.0,3,0
13486,Exist Archive: The Other Side of the Sky,Tri-Ace,PSV,2015,Role-Playing,Aksys Games,0.0,0.0,0.04,0.0,0.04,Exist Archive: The Other Side of the Sky,69,14,7.0,31,1,0.82,3,0
13487,Honda ATV Fever,Beyond Reality,Wii,2010,Racing,Storm City Games,0.04,0.0,0.0,0.0,0.04,Honda ATV Fever,2,2,0.0,0,1,0.0,1,0
13488,Operation Flashpoint: Elite,Bohemia Interactive,XB,2005,Shooter,Codemasters,0.03,0.01,0.0,0.0,0.04,Operation Flashpoint: Elite,64,24,8.2,28,1,0.93,3,1
13491,Front Mission,Double Helix Games,DS,2007,Strategy,Square Enix,0.01,0.0,0.03,0.0,0.04,Front Mission Evolved,58,42,6.1,36,1,0.0,3,0
13494,Rugby Challenge 3,Wicked Witch Software,PS3,2016,Sports,Alternative Software,0.0,0.04,0.0,0.01,0.04,Rugby Challenge 3,64,4,6.1,15,1,0.89,3,1
13495,Boktai 2: Solar Boy Django,KCEJ,GBA,2004,Role-Playing,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,Boktai 2: Solar Boy Django,78,20,8.2,15,1,0.97,4,1
13496,Praetorians,Pyro Studios,PC,2003,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,Praetorians,78,23,7.7,51,1,0.0,4,0
13497,Candace Kane's Candy Factory,Destineer,DS,2008,Action,Destineer,0.04,0.0,0.0,0.0,0.04,Candace Kane's Candy Factory,0,4,0.0,0,1,0.0,1,0
13501,Resident Evil 6,Capcom,PC,2012,Shooter,Capcom,0.0,0.04,0.0,0.01,0.04,Resident Evil 6,60,19,6.6,490,1,0.89,3,1
13502,Crushed Baseball,Griptonite Games,GBA,2004,Sports,Summitsoft,0.03,0.01,0.0,0.0,0.04,Crushed Baseball,1,3,0.0,0,1,0.0,1,0
13503,Dark Arena,Graphic State,GBA,2002,Shooter,THQ,0.03,0.01,0.0,0.0,0.04,Dark Arena,65,17,7.8,4,1,0.0,3,0
13505,Heatseeker,IR Gurus,PSP,2007,Action,Codemasters,0.04,0.0,0.0,0.0,0.04,Heatseeker,60,22,8.2,6,1,0.0,3,0
13506,IL-2 Sturmovik: 1946,1C: Maddox Games,PC,2006,Simulation,Ubisoft,0.0,0.04,0.0,0.01,0.04,IL-2 Sturmovik: 1946,86,9,8.7,131,1,0.96,4,1
13508,TOCA Race Driver 2,Codemasters,XB,2004,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,TOCA Race Driver 2: The Ultimate Racing Simulator,81,15,7.7,40,1,0.95,4,1
13511,Growlanser,Career Soft,PSP,2009,Role-Playing,Atlus,0.0,0.0,0.04,0.0,0.04,Growlanser: Heritage of War,60,7,8.0,29,1,0.0,3,0
13512,Trollz: Hair Affair!,Powerhead Games,GBA,2005,Misc,Ubisoft,0.03,0.01,0.0,0.0,0.04,Trollz: Hair Affair!,51,6,0.0,0,1,0.0,3,0
13514,Grand Slam,Burst Studios,PS,1997,Misc,Virgin Interactive,0.02,0.02,0.0,0.0,0.04,Grand Slam,0,4,0.0,0,1,0.0,1,0
13516,The King of Fighters 2000,SNK Playmore,PS2,2002,Fighting,Playmore,0.0,0.0,0.04,0.0,0.04,The King of Fighters 2000/2001,71,31,8.7,21,1,0.93,3,1
13517,Coraline,Papaya Studios,DS,2009,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,Coraline,39,5,2.5,11,1,0.0,2,0
13518,FIFA Street 2,EA Canada,DS,2006,Sports,Electronic Arts,0.04,0.0,0.0,0.0,0.04,FIFA Street 2,59,27,7.9,65,1,0.0,3,1
13519,M&M's Beach Party,Digital Embryo,Wii,2009,Misc,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.04,M&M's Beach Party,2,2,8.7,38,1,0.62,1,0
13520,Dead Head Fred,Vicious Cycle,PSP,2007,Action,D3Publisher,0.04,0.0,0.0,0.0,0.04,Dead Head Fred,75,30,7.6,30,1,0.93,3,0
13522,Hyperdimension Neptunia mk2,Compile Heart,PSV,2014,Action,Compile Heart,0.0,0.0,0.04,0.0,0.04,Hyperdimension Neptunia mk2,53,16,7.3,102,1,0.95,3,1
13523,Disney's Meet the Robinsons,Avalanche Software,GC,2007,Action,Disney Interactive Studios,0.03,0.01,0.0,0.0,0.04,Disney's Meet the Robinsons,67,13,5.0,5,1,0.0,3,0
13526,Puyo Puyo Tetris,Sonic Team,PS3,2014,Puzzle,Sega,0.0,0.0,0.04,0.0,0.04,Puyo Puyo Tetris,81,54,8.1,211,1,0.9,4,1
13528,FlatOut 2,Bugbear,XB,2006,Racing,Empire Interactive,0.03,0.01,0.0,0.0,0.04,FlatOut 2,76,24,8.7,398,1,0.97,4,1
13529,Rogue Trooper,Rebellion,PS2,2006,Shooter,Eidos Interactive,0.02,0.02,0.0,0.01,0.04,Rogue Trooper,71,37,8.5,14,1,0.97,3,0
13530,Spy Fiction,Access Games,PS2,2003,Action,Sega,0.02,0.02,0.0,0.01,0.04,Spy Fiction,61,33,7.7,7,1,0.0,3,0
13532,Justice League: Chronicles,Full-Fat,GBA,2003,Platform,Midway Games,0.03,0.01,0.0,0.0,0.04,Justice League: Chronicles,43,7,0.0,0,1,0.82,2,0
13533,Resident Evil Director's Cut,Capcom,PS3,2006,Action,Capcom,0.0,0.0,0.04,0.0,0.04,Resident Evil,91,8,9.1,619,1,0.0,4,0
13537,Top Gun,Doublesix,DS,2006,Simulation,505 Games,0.04,0.0,0.0,0.0,0.04,Top Gun,49,25,4.4,5,1,0.0,2,0
13538,Gem Smashers,Funbox Media,3DS,2011,Platform,Crave Entertainment,0.04,0.0,0.0,0.0,0.04,Gem Smashers,0,4,3.1,7,1,0.0,1,0
13539,Split/Second,Black Rock Studio,PC,2010,Racing,Disney Interactive Studios,0.0,0.04,0.0,0.01,0.04,Split/Second,82,78,8.1,120,1,0.0,4,0
13541,King Arthur,NeocoreGames,GC,2004,Action,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,King Arthur: The Role-Playing Wargame,79,23,7.8,144,1,0.0,4,0
13542,Chicken Shoot,Destination Software,GBA,2005,Action,Zoo Digital Publishing,0.03,0.01,0.0,0.0,0.04,Chicken Shoot,27,9,5.2,31,1,0.0,2,0
13543,Dai Senryaku VII: Modern Military Tactics,SystemSoft,XB,2003,Strategy,Kool Kizz,0.03,0.01,0.0,0.0,0.04,Dai Senryaku VII: Modern Military Tactics,74,11,7.9,8,1,0.0,3,1
13544,Gormiti: The Lords of Nature!,Climax Studios,Wii,2010,Adventure,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,Gormiti: The Lords of Nature!,34,4,0.0,0,1,0.0,2,0
13546,Painkiller: Hell & Damnation,The Farm 51,PS3,2013,Shooter,Nordic Games,0.02,0.02,0.0,0.01,0.04,Painkiller: Hell & Damnation,64,33,6.5,188,1,0.91,3,1
13549,Advance Guardian Heroes,Treasure,GBA,2004,Role-Playing,Ubisoft,0.03,0.01,0.0,0.0,0.04,Advance Guardian Heroes,65,25,0.0,0,1,0.96,3,0
13550,Casual Mania!,Foreign Media,DS,2010,Puzzle,Foreign Media Games,0.04,0.0,0.0,0.0,0.04,Casual Mania,0,4,0.0,0,1,0.0,1,0
13551,Castle of Shikigami III,Alfa System,Wii,2007,Shooter,PQube,0.04,0.0,0.0,0.0,0.04,Castle of Shikigami III,67,9,7.7,10,1,0.0,3,0
13552,Star X,Graphic State,GBA,2002,Shooter,BAM! Entertainment,0.03,0.01,0.0,0.0,0.04,Star X,60,10,0.0,0,1,0.0,3,0
13554,Get Up and Dance,Crave,PS3,2011,Misc,O-Games,0.03,0.01,0.0,0.0,0.04,Get Up and Dance,2,2,0.0,0,1,0.0,1,0
13556,Yowamushi Pedal,not found,3DS,2015,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Chou Nanmon Jaku Peda Quiz from Yowamushi Pedal,0,0,0.0,0,1,0.0,1,0
13557,WarTech: Senko no Ronde,G.Rev,X360,2006,Fighting,Ubisoft,0.04,0.0,0.0,0.0,0.04,WarTech: Senko no Ronde,60,33,6.1,7,1,0.0,3,1
13560,Corpse Party: Book of Shadows,5pb,PSP,2011,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,Corpse Party: Book of Shadows,67,23,8.3,57,1,0.95,3,1
